"Stkcd","Reptdt","S0701a","S0702a","S0701b","S0704c"
"920187","2026-03-05","2","项春潮,项建武,项建文,沈岩州,陈梅红,王洲,张娜,徐进,郑跃,郑锡平,沈岩翔,吴圣考,杜忠虎,许良聪,张春和,董益晓,潘玉清,朱珍朋,陈永秀,项春光,林建光,张丽芬,项小兰,钟晓群","吴圣考","1.4600"
"920187","2026-03-05","2","项春潮,项建武,项建文,沈岩州,陈梅红,王洲,张娜,徐进,郑跃,郑锡平,沈岩翔,吴圣考,杜忠虎,许良聪,张春和,董益晓,潘玉清,朱珍朋,陈永秀,项春光,林建光,张丽芬,项小兰,钟晓群","杜忠虎","1.1800"
"920187","2026-03-05","2","项春潮,项建武,项建文,沈岩州,陈梅红,王洲,张娜,徐进,郑跃,郑锡平,沈岩翔,吴圣考,杜忠虎,许良聪,张春和,董益晓,潘玉清,朱珍朋,陈永秀,项春光,林建光,张丽芬,项小兰,钟晓群","许良聪","1.1600"
"920187","2026-03-05","2","项春潮,项建武,项建文,沈岩州,陈梅红,王洲,张娜,徐进,郑跃,郑锡平,沈岩翔,吴圣考,杜忠虎,许良聪,张春和,董益晓,潘玉清,朱珍朋,陈永秀,项春光,林建光,张丽芬,项小兰,钟晓群","张春和","1.1100"
"920187","2026-03-05","2","项春潮,项建武,项建文,沈岩州,陈梅红,王洲,张娜,徐进,郑跃,郑锡平,沈岩翔,吴圣考,杜忠虎,许良聪,张春和,董益晓,潘玉清,朱珍朋,陈永秀,项春光,林建光,张丽芬,项小兰,钟晓群","董益晓","1.0600"
"920187","2026-03-05","2","项春潮,项建武,项建文,沈岩州,陈梅红,王洲,张娜,徐进,郑跃,郑锡平,沈岩翔,吴圣考,杜忠虎,许良聪,张春和,董益晓,潘玉清,朱珍朋,陈永秀,项春光,林建光,张丽芬,项小兰,钟晓群","潘玉清","1.0600"
"920187","2026-03-05","2","项春潮,项建武,项建文,沈岩州,陈梅红,王洲,张娜,徐进,郑跃,郑锡平,沈岩翔,吴圣考,杜忠虎,许良聪,张春和,董益晓,潘玉清,朱珍朋,陈永秀,项春光,林建光,张丽芬,项小兰,钟晓群","朱珍朋","1.0600"
"920187","2026-03-05","2","项春潮,项建武,项建文,沈岩州,陈梅红,王洲,张娜,徐进,郑跃,郑锡平,沈岩翔,吴圣考,杜忠虎,许良聪,张春和,董益晓,潘玉清,朱珍朋,陈永秀,项春光,林建光,张丽芬,项小兰,钟晓群","陈永秀","1.0300"
"920187","2026-03-05","2","项春潮,项建武,项建文,沈岩州,陈梅红,王洲,张娜,徐进,郑跃,郑锡平,沈岩翔,吴圣考,杜忠虎,许良聪,张春和,董益晓,潘玉清,朱珍朋,陈永秀,项春光,林建光,张丽芬,项小兰,钟晓群","项春光","0.9500"
"920187","2026-03-05","2","项春潮,项建武,项建文,沈岩州,陈梅红,王洲,张娜,徐进,郑跃,郑锡平,沈岩翔,吴圣考,杜忠虎,许良聪,张春和,董益晓,潘玉清,朱珍朋,陈永秀,项春光,林建光,张丽芬,项小兰,钟晓群","林建光","0.4700"
"920187","2026-03-05","2","项春潮,项建武,项建文,沈岩州,陈梅红,王洲,张娜,徐进,郑跃,郑锡平,沈岩翔,吴圣考,杜忠虎,许良聪,张春和,董益晓,潘玉清,朱珍朋,陈永秀,项春光,林建光,张丽芬,项小兰,钟晓群","张丽芬","0.4000"
"920187","2026-03-05","2","项春潮,项建武,项建文,沈岩州,陈梅红,王洲,张娜,徐进,郑跃,郑锡平,沈岩翔,吴圣考,杜忠虎,许良聪,张春和,董益晓,潘玉清,朱珍朋,陈永秀,项春光,林建光,张丽芬,项小兰,钟晓群","项小兰","0.1600"
"920187","2026-03-05","2","项春潮,项建武,项建文,沈岩州,陈梅红,王洲,张娜,徐进,郑跃,郑锡平,沈岩翔,吴圣考,杜忠虎,许良聪,张春和,董益晓,潘玉清,朱珍朋,陈永秀,项春光,林建光,张丽芬,项小兰,钟晓群","钟晓群","0.0800"
"920187","2026-03-05","2","项春潮,项建武,项建文,沈岩州,陈梅红,王洲,张娜,徐进,郑跃,郑锡平,沈岩翔,吴圣考,杜忠虎,许良聪,张春和,董益晓,潘玉清,朱珍朋,陈永秀,项春光,林建光,张丽芬,项小兰,钟晓群","项春潮","10.6100"
"920188","2025-12-31","1","徐锦诚","徐锦诚","88.7300"
"920188","2025-12-31","2","徐锦诚,烟台柏诚企业管理中心(有限合伙),烟台桢杭企业管理中心(有限合伙)","徐锦诚","88.7300"
"920188","2026-03-30","2","徐锦诚,烟台柏诚企业管理中心(有限合伙),烟台桢杭企业管理中心(有限合伙),中泰悦龙科技员工参与北交所战略配售集合资产管理计划","徐锦诚","66.5800"
"920188","2026-03-30","1","徐锦诚","徐锦诚","66.5800"
"920189","2026-07-08","1","北京康美特技术发展有限公司","葛世立","35.3800"
"920189","2026-07-08","2","北京康美特技术发展有限公司,葛世立,广发原驰•康美特战略配售1号集合资产管理计划,北京斯坦利科技有限公司","葛世立","35.3800"
"920190","2024-12-31","1","苏州海新信息科技有限公司","海尔集团公司",""
"920190","2024-12-31","2","0","0",""
"920190","2025-12-31","1","苏州海新信息科技有限公司","海尔集团公司","28.9436"
"920190","2025-12-31","2","苏州海新信息科技有限公司","海尔集团公司","28.9436"
"920191","2026-04-20","1","顺之(明光)科技有限责任公司","徐瑞图,徐潇晗父女","68.0642"
"920191","2026-04-20","2","徐瑞图,徐潇晗,顺之(明光)科技有限责任公司,华泰瑞尔竞达家园1号北交所员工持股集合资产管理计划,明光龙骧企业管理咨询合伙企业(有限合伙),明光竞达企业管理合伙企业(有限合伙)","徐瑞图","65.8093"
"920191","2026-04-20","2","徐瑞图,徐潇晗,顺之(明光)科技有限责任公司,华泰瑞尔竞达家园1号北交所员工持股集合资产管理计划,明光龙骧企业管理咨询合伙企业(有限合伙),明光竞达企业管理合伙企业(有限合伙)","徐潇晗","16.0558"
"920193","2026-07-02","1","武汉吉和昌投资咨询有限公司","宋文超,戴荣明一致行动人","48.0900"
"920193","2026-07-02","2","戴荣明,宋文超,武汉吉和昌投资咨询有限公司,武汉和盛管理合伙企业(有限合伙),深圳市吉祥岛投资有限公司,国信资管吉和昌员工参与北交所战略配售1号集合资产管理计划","宋文超","45.1400"
"920193","2026-07-02","2","戴荣明,宋文超,武汉吉和昌投资咨询有限公司,辽宁奥克化学股份有限公司,深圳市吉祥岛投资有限公司,国信资管吉和昌员工参与北交所战略配售1号集合资产管理计划","戴荣明","45.1400"
"920195","2024-12-31","1","青岛新金泰达经济信息咨询有限公司","魏增祥","49.9400"
"920195","2024-12-31","2","李桂华,青岛新金泰达经济信息咨询有限公司,青岛恒业海盛经济信息咨询企业(有限合伙),青岛海纳兆业经济信息咨询企业(有限合伙)","李桂华","1.0000"
"920195","2024-12-31","2","李桂华,青岛新金泰达经济信息咨询有限公司,青岛恒业海盛经济信息咨询企业(有限合伙),青岛海纳兆业经济信息咨询企业(有限合伙)","魏增祥","49.9400"
"920195","2024-12-31","2","李桂华,青岛新金泰达经济信息咨询有限公司,青岛恒业海盛经济信息咨询企业(有限合伙),青岛海纳兆业经济信息咨询企业(有限合伙)","魏杰","7.3500"
"920195","2025-12-31","1","青岛新金泰达经济信息咨询有限公司","魏增祥","49.9400"
"920195","2025-12-31","2","李桂华,青岛新金泰达经济信息咨询有限公司,青岛恒业海盛经济信息咨询企业(有限合伙),青岛海纳兆业经济信息咨询企业(有限合伙)","李桂华","1.0000"
"920195","2025-12-31","2","李桂华,青岛新金泰达经济信息咨询有限公司,青岛恒业海盛经济信息咨询企业(有限合伙),青岛海纳兆业经济信息咨询企业(有限合伙)","魏杰","7.3500"
"920195","2025-12-31","2","李桂华,青岛新金泰达经济信息咨询有限公司,青岛恒业海盛经济信息咨询企业(有限合伙),青岛海纳兆业经济信息咨询企业(有限合伙)","魏增祥","49.9400"
"920198","2024-12-31","1","0","湖北省人民政府国有资产监督管理委员会",""
"920198","2024-12-31","2","0","0",""
"920198","2025-12-31","1","0","湖北省人民政府国有资产监督管理委员会","24.0800"
"920198","2025-12-31","2","湖北交投资本投资有限公司","湖北省人民政府国有资产监督管理委员会","24.0800"
"920199","2024-12-31","1","张文","张文,蔡秋菊夫妇",""
"920199","2024-12-31","2","0","0",""
"920199","2025-12-31","1","张文","张文,蔡秋菊夫妇","71.4400"
"920199","2025-12-31","2","张文,蔡秋菊,成都市千里致远企业管理中心(有限合伙),成都市千里志达企业管理中心(有限合伙)","张文","69.9000"
"920199","2025-12-31","2","张文,蔡秋菊,成都市千里致远企业管理中心(有限合伙),成都市千里志达企业管理中心(有限合伙)","蔡秋菊","13.0500"
"920200","2026-05-07","1","赵正洪","赵正洪,赵正林,周伟,季仁平,赵国荣一致行动人","54.0500"
"920200","2026-05-07","2","赵正洪,赵正林,周伟,季仁平,赵国荣,江阴市吉盛新能源发展合伙企业(有限合伙)","赵正洪","45.9300"
"920200","2026-05-07","2","赵正洪,赵正林,周伟,季仁平,赵国荣,江阴市吉盛新能源发展合伙企业(有限合伙)","赵正林","2.4600"
"920200","2026-05-07","2","赵正洪,赵正林,周伟,季仁平,赵国荣,江阴市吉盛新能源发展合伙企业(有限合伙)","周伟","1.8700"
"920200","2026-05-07","2","赵正洪,赵正林,周伟,季仁平,赵国荣,江阴市吉盛新能源发展合伙企业(有限合伙)","季仁平","0.1000"
"920200","2026-05-07","2","赵正洪,赵正林,周伟,季仁平,赵国荣,江阴市吉盛新能源发展合伙企业(有限合伙)","赵国荣","0.2000"
"920204","2024-12-31","1","章育骏,秦文萍","章育骏,秦文萍夫妇及其子女章澄和章洁",""
"920204","2024-12-31","2","0","0",""
"920204","2025-12-31","1","章育骏,秦文萍","章育骏,秦文萍夫妇及其子女章澄,章洁","65.0943"
"920204","2025-12-31","2","南京沪宏企业管理咨询中心(有限合伙),南京沪恒企业管理咨询中心(有限合伙),章育骏,秦文萍,章澄,章洁,徐波","章澄","7.9725"
"920204","2025-12-31","2","南京沪宏企业管理咨询中心(有限合伙),南京沪恒企业管理咨询中心(有限合伙),章育骏,秦文萍,章澄,章洁,徐波","章洁","7.3383"
"920204","2025-12-31","2","南京沪宏企业管理咨询中心(有限合伙),南京沪恒企业管理咨询中心(有限合伙),章育骏,秦文萍,章澄,章洁,徐波","章育骏","28.6142"
"920204","2025-12-31","2","南京沪宏企业管理咨询中心(有限合伙),南京沪恒企业管理咨询中心(有限合伙),章育骏,秦文萍,章澄,章洁,徐波","秦文萍","31.7866"
"920204","2025-12-31","2","南京沪宏企业管理咨询中心(有限合伙),南京沪恒企业管理咨询中心(有限合伙),章育骏,秦文萍,章澄,章洁,徐波","徐波","0.6204"
"920206","2026-06-08","1","彩客化学(香港)有限公司","戈弋","13.7643"
"920206","2026-06-08","2","彩客化学(香港)有限公司","戈诚辉","13.7643"
"920206","2026-06-08","2","彩客化学(香港)有限公司","戈弋","13.7643"
"920206","2026-06-08","2","彩客化学(香港)有限公司","綦琳","13.7643"
"920206","2026-06-08","2","彩客化学(香港)有限公司","戈诚煜","13.7643"
"920207","2024-12-31","2","梁侃,靳一,梁友,河南众诚企业孵化器有限公司,河南众诚皓轩源企业管理咨询有限公司","靳一","6.3000"
"920207","2024-12-31","1","梁侃","梁侃,靳一夫妇及其兄弟梁友","57.7100"
"920207","2024-12-31","2","梁侃,靳一,梁友,河南众诚企业孵化器有限公司,河南众诚皓轩源企业管理咨询有限公司","梁侃","51.2400"
"920207","2024-12-31","2","梁侃,靳一,梁友,河南众诚企业孵化器有限公司,河南众诚皓轩源企业管理咨询有限公司","梁友","6.9200"
"920207","2025-12-31","1","梁侃","梁侃,靳一夫妇及其兄弟梁友","58.7100"
"920207","2025-12-31","2","河南众诚皓轩源企业管理咨询有限公司,梁侃,梁友,河南众诚企业孵化器有限公司,靳一","靳一","6.2600"
"920207","2025-12-31","2","河南众诚皓轩源企业管理咨询有限公司,梁侃,梁友,河南众诚企业孵化器有限公司,靳一","梁友","6.9700"
"920207","2025-12-31","2","河南众诚皓轩源企业管理咨询有限公司,梁侃,梁友,河南众诚企业孵化器有限公司,靳一","梁侃","52.2400"
"920208","2024-12-31","0","0","0",""
"920208","2025-12-31","0","0","0",""
"920211","2026-06-05","1","张继周","张继周","29.9767"
"920211","2026-06-05","2","张继周,董李强,台州新锐泓信息技术咨询合伙企业(有限合伙),国泰海通君享北交所新睿电子1号战略配售集合资产管理计划","张继周","29.9767"
"920211","2026-06-05","2","张继周,董李强,台州新锐泓信息技术咨询合伙企业(有限合伙),国泰海通君享北交所新睿电子1号战略配售集合资产管理计划","董李强","14.8900"
"920212","2024-12-31","1","赵庆福,李良伟","赵庆福,李良伟一致行动人",""
"920212","2024-12-31","2","0","0",""
"920212","2025-12-31","1","赵庆福,李良伟","赵庆福,李良伟一致行动人","71.2200"
"920212","2025-12-31","2","赵庆福,李良伟,潍坊智联企业管理中心(有限合伙),赵丽芹","赵庆福","37.4900"
"920212","2025-12-31","2","赵庆福,李良伟,潍坊智联企业管理中心(有限合伙),赵丽芹","李良伟","37.4900"
"920212","2025-12-31","2","赵庆福,李良伟,潍坊智联企业管理中心(有限合伙),赵丽芹","赵丽芹","1.7977"
"920218","2026-05-29","1","浙江新天力实业有限公司","何麟君,王卫兵郎舅","71.2600"
"920218","2026-05-29","2","浙江新天力实业有限公司,何麟君,王卫兵,宁波梅山保税港区新天力企业管理合伙企业(有限合伙),宁波梅山保税港区台力企业管理合伙企业(有限合伙)","何麟君","62.5400"
"920218","2026-05-29","2","浙江新天力实业有限公司,何麟君,王卫兵,宁波梅山保税港区新天力企业管理合伙企业(有限合伙),宁波梅山保税港区台力企业管理合伙企业(有限合伙)","王卫兵","57.7200"
"920220","2026-05-22","1","浙江银轮机械股份有限公司","徐小敏,徐铮铮父子","14.6300"
"920220","2026-05-22","2","浙江银轮机械股份有限公司,天台银信企业管理合伙企业(有限合伙)","徐小敏","10.3600"
"920220","2026-05-22","2","浙江银轮机械股份有限公司,天台银信企业管理合伙企业(有限合伙)","徐铮铮","8.0500"
"920221","2024-12-31","1","徐爱明","徐爱明",""
"920221","2024-12-31","2","0","0",""
"920221","2025-12-31","1","徐爱明","徐爱明",""
"920221","2025-12-31","2","0","0",""
"920222","2026-06-30","1","0","余燕坤及其子余明宣,余敏源","46.0900"
"920222","2026-06-30","2","余燕坤,余明宣,余敏源,平阳益垚创业服务中心(有限合伙),平阳益坤创业服务中心(有限合伙)","余燕坤","2.2100"
"920222","2026-06-30","2","余燕坤,余明宣,余敏源,平阳益垚创业服务中心(有限合伙),平阳益坤创业服务中心(有限合伙)","余明宣","27.5100"
"920222","2026-06-30","2","余燕坤,余明宣,余敏源,平阳益垚创业服务中心(有限合伙),平阳益坤创业服务中心(有限合伙)","余敏源","16.3700"
"920223","2024-12-31","1","唐旭文","唐旭文",""
"920223","2024-12-31","2","0","0",""
"920223","2025-12-31","2","唐旭文","唐旭文","62.7523"
"920223","2025-12-31","1","唐旭文","唐旭文","62.7523"
"920225","2024-12-31","1","赵洪亮,刘雪苹","赵洪亮,刘雪苹夫妇","45.7800"
"920225","2024-12-31","2","赵洪亮,刘雪苹","赵洪亮","27.0500"
"920225","2024-12-31","2","赵洪亮,刘雪苹","刘雪苹","18.7300"
"920225","2025-12-31","1","赵洪亮,刘雪苹","赵洪亮,刘雪苹夫妇","45.7800"
"920225","2025-12-31","2","赵洪亮,刘雪苹","刘雪苹","18.7300"
"920225","2025-12-31","2","赵洪亮,刘雪苹","赵洪亮","27.0500"
"920227","2024-12-31","1","邹宇","邹宇","36.2570"
"920227","2024-12-31","2","邹宇","邹宇","36.2570"
"920227","2025-12-31","1","邹宇","邹宇","36.2570"
"920227","2025-12-31","2","邹宇","邹宇","36.2570"
"920230","2024-12-31","1","赵卓君","赵卓君","43.8200"
"920230","2024-12-31","2","赵卓君,赵仁荣,成都欧康企业管理中心(有限合伙)","赵卓君","43.8200"
"920230","2024-12-31","2","赵卓君,赵仁荣,成都欧康企业管理中心(有限合伙)","赵仁荣","0.6600"
"920230","2025-12-31","2","赵卓君,赵仁荣,成都欧康企业管理中心(有限合伙)","赵卓君","42.6100"
"920230","2025-12-31","2","赵卓君,赵仁荣,成都欧康企业管理中心(有限合伙)","赵仁荣","0.6600"
"920230","2025-12-31","1","赵卓君","赵卓君","42.6100"
"920237","2024-12-31","1","西藏盟烜创业投资管理有限公司","王建,王启明父子","31.6200"
"920237","2024-12-31","2","王建,王启明,西藏盟烜创业投资管理有限公司","王建","31.2300"
"920237","2024-12-31","2","王建,王启明,西藏盟烜创业投资管理有限公司","王启明","12.3900"
"920237","2025-12-31","1","西藏盟烜创业投资管理有限公司","王建,王启明父子","31.6200"
"920237","2025-12-31","2","王建,王启明,西藏盟烜创业投资管理有限公司","王启明","12.3900"
"920237","2025-12-31","2","王建,王启明,西藏盟烜创业投资管理有限公司","王建","31.2300"
"920239","2024-12-31","1","四川长虹电子控股集团有限公司","绵阳市国有资产监督管理委员会","60.2831"
"920239","2024-12-31","2","四川长虹电子控股集团有限公司","绵阳市国有资产监督管理委员会","60.2831"
"920239","2025-12-31","1","四川长虹电子控股集团有限公司","绵阳市国有资产监督管理委员会","61.0489"
"920239","2025-12-31","2","四川长虹电子控股集团有限公司","绵阳市国有资产监督管理委员会","61.0489"
"920242","2024-12-31","1","钟永铎","钟永铎",""
"920242","2024-12-31","2","0","0",""
"920242","2025-12-31","1","钟永铎","钟永铎",""
"920242","2025-12-31","2","0","0",""
"920245","2024-12-31","1","淮安豪信液压有限公司","马金星,董兰波夫妇",""
"920245","2024-12-31","2","0","0",""
"920245","2025-12-31","1","淮安豪信液压有限公司","马金星,董兰波夫妇","61.6300"
"920245","2025-12-31","2","淮安豪信液压有限公司,淮安众博信息咨询服务有限公司,马金星,董兰波","董兰波","38.2400"
"920245","2025-12-31","2","淮安豪信液压有限公司,淮安众博信息咨询服务有限公司,马金星,董兰波","马金星","43.3900"
"920247","2024-12-31","1","邢台慧聚企业管理有限公司","李藏稳,李藏须,孙敬花,赵春肖一致行动人",""
"920247","2024-12-31","2","0","0",""
"920247","2025-12-31","2","李藏稳,孙敬花,李藏须,赵春肖,郝胜涛,赵红涛,邢台慧聚企业管理有限公司","李藏稳","47.0300"
"920247","2025-12-31","2","李藏稳,孙敬花,李藏须,赵春肖,郝胜涛,赵红涛,邢台慧聚企业管理有限公司","李藏须","47.0300"
"920247","2025-12-31","2","李藏稳,孙敬花,李藏须,赵春肖,郝胜涛,赵红涛,邢台慧聚企业管理有限公司","郝胜涛","10.6431"
"920247","2025-12-31","2","李藏稳,孙敬花,李藏须,赵春肖,郝胜涛,赵红涛,邢台慧聚企业管理有限公司","赵红涛","10.6431"
"920247","2025-12-31","2","李藏稳,孙敬花,李藏须,赵春肖,郝胜涛,赵红涛,邢台慧聚企业管理有限公司","赵春肖","1.6200"
"920247","2025-12-31","2","李藏稳,孙敬花,李藏须,赵春肖,郝胜涛,赵红涛,邢台慧聚企业管理有限公司","孙敬花","1.6200"
"920247","2025-12-31","1","邢台慧聚企业管理有限公司","李藏稳,李藏须,孙敬花,赵春肖一致行动人","66.5200"
"920249","2024-12-31","1","杭州利尔达控股集团有限公司","陈凯,叶文光,陈云",""
"920249","2024-12-31","2","0","0",""
"920249","2025-12-31","1","杭州利尔达控股集团有限公司","陈凯,叶文光,陈云","60.1237"
"920249","2025-12-31","2","陈凯,叶文光,陈云,杭州利尔达控股集团有限公司","陈凯","48.5590"
"920249","2025-12-31","2","陈凯,叶文光,陈云,杭州利尔达控股集团有限公司","叶文光","21.5417"
"920249","2025-12-31","2","陈凯,叶文光,陈云,杭州利尔达控股集团有限公司","陈云","11.6842"
"920252","2024-12-31","1","0","都伟云,周新芳,周志伟,钱旭一致行动人",""
"920252","2024-12-31","2","0","0",""
"920252","2025-12-31","1","0","都伟云,周新芳,周志伟,钱旭一致行动人","59.7930"
"920252","2025-12-31","2","都伟云,周新芳,周志伟,钱旭,长兴天赋力股权投资合伙企业(有限合伙)","都伟云","27.1594"
"920252","2025-12-31","2","都伟云,周新芳,周志伟,钱旭,长兴天赋力股权投资合伙企业(有限合伙)","周志伟","11.5744"
"920252","2025-12-31","2","都伟云,周新芳,周志伟,钱旭,长兴天赋力股权投资合伙企业(有限合伙)","周新芳","11.5744"
"920252","2025-12-31","2","都伟云,周新芳,周志伟,钱旭,长兴天赋力股权投资合伙企业(有限合伙)","钱旭","9.4848"
"920260","2024-12-31","1","李瑜","李瑜",""
"920260","2024-12-31","2","0","0",""
"920260","2025-12-31","1","李瑜","李瑜","51.7600"
"920260","2025-12-31","2","李瑜","李瑜","51.7600"
"920261","2024-12-31","1","徐军","徐军","39.9600"
"920261","2024-12-31","2","徐军","徐军","39.9600"
"920261","2025-12-31","1","徐军","徐军",""
"920261","2025-12-31","2","0","0",""
"920262","2024-12-31","1","苏州英宝投资有限公司","胡毓芳,王安琪母女","70.8512"
"920262","2024-12-31","2","苏州湖之锦投资管理合伙企业(有限合伙),苏州英宝投资有限公司","王安琪","62.3143"
"920262","2024-12-31","2","苏州湖之锦投资管理合伙企业(有限合伙),苏州英宝投资有限公司","胡毓芳","54.6143"
"920262","2025-12-31","1","苏州英宝投资有限公司","胡毓芳,王安琪母女","70.8512"
"920262","2025-12-31","2","苏州英宝投资有限公司,苏州湖之锦投资管理合伙企业(有限合伙)","胡毓芳","54.6143"
"920262","2025-12-31","2","苏州英宝投资有限公司,苏州湖之锦投资管理合伙企业(有限合伙)","王安琪","62.3143"
"920263","2024-12-31","1","刘斌","刘斌,陈士华夫妇",""
"920263","2024-12-31","2","0","0",""
"920263","2025-12-31","1","刘斌","刘斌,陈士华夫妇","50.0200"
"920263","2025-12-31","2","刘斌,陈士华,北京汇智聚英投资中心(有限合伙),北京基联启迪投资管理有限公司","刘斌","37.2800"
"920263","2025-12-31","2","刘斌,陈士华,北京汇智聚英投资中心(有限合伙),北京基联启迪投资管理有限公司","陈士华","19.4200"
"920266","2024-12-31","1","上海新弘医药有限公司","罗诚,林弘立,林弘远,王蕊一致行动人","26.4900"
"920266","2024-12-31","2","上海新弘医药有限公司","罗诚","26.4900"
"920266","2024-12-31","2","上海新弘医药有限公司","林弘立","22.9500"
"920266","2024-12-31","2","上海新弘医药有限公司","林弘远","26.4900"
"920266","2024-12-31","2","上海新弘医药有限公司","王蕊","21.7800"
"920266","2025-12-31","1","上海新弘医药有限公司","罗诚,林弘立,林弘远,王蕊","26.4900"
"920266","2025-12-31","2","上海新弘医药有限公司","林弘立","24.8500"
"920266","2025-12-31","2","上海新弘医药有限公司","王蕊","21.7800"
"920266","2025-12-31","2","上海新弘医药有限公司","林弘远","26.4900"
"920266","2025-12-31","2","上海新弘医药有限公司","罗诚","26.4900"
"920267","2024-12-31","1","蔡金铸,丘守庆","蔡金铸,丘守庆一致行动人","47.3400"
"920267","2024-12-31","2","蔡金铸,丘守庆,深圳市和众鑫投资合伙企业(有限合伙)","蔡金铸","24.7500"
"920267","2024-12-31","2","蔡金铸,丘守庆,深圳市和众鑫投资合伙企业(有限合伙)","丘守庆","22.5900"
"920267","2025-12-31","1","蔡金铸,丘守庆","蔡金铸,丘守庆一致行动人","46.2386"
"920267","2025-12-31","2","蔡金铸,丘守庆,深圳市和众鑫投资合伙企业(有限合伙)","蔡金铸","24.7484"
"920267","2025-12-31","2","蔡金铸,丘守庆,深圳市和众鑫投资合伙企业(有限合伙)","丘守庆","21.4902"
"920270","2024-12-31","2","0","0",""
"920270","2024-12-31","1","张松","张松,艾鸿冰夫妇",""
"920270","2025-12-31","2","香港天铭实业有限公司,杭州传铭控股有限公司,杭州富阳盛铭投资管理合伙企业(有限合伙),杭州富阳弘铭投资管理合伙企业(有限合伙),艾鸿冰,张松","张凯翔","5.0000"
"920270","2025-12-31","2","香港天铭实业有限公司,杭州传铭控股有限公司,杭州富阳盛铭投资管理合伙企业(有限合伙),杭州富阳弘铭投资管理合伙企业(有限合伙),艾鸿冰,张松","艾鸿冰","3.2200"
"920270","2025-12-31","2","香港天铭实业有限公司,杭州传铭控股有限公司,杭州富阳盛铭投资管理合伙企业(有限合伙),杭州富阳弘铭投资管理合伙企业(有限合伙),艾鸿冰,张松","张松","72.1800"
"920270","2025-12-31","1","张松","张松,艾鸿冰夫妇","72.2700"
"920271","2024-12-31","1","吴国良","吴国良","74.7700"
"920271","2024-12-31","2","吴国良,威海兴尚商务咨询有限公司,威海尚威商务咨询有限公司","吴国良","74.7700"
"920271","2025-12-31","1","吴国良","吴国良","74.1100"
"920271","2025-12-31","2","威海尚威商务咨询有限公司,威海兴尚商务咨询有限公司,吴国良","吴国良","74.1100"
"920273","2024-12-31","1","吴平","吴平,李力夫妇",""
"920273","2024-12-31","2","0","0",""
"920273","2025-12-31","1","吴平","吴平,李力夫妇","42.7233"
"920273","2025-12-31","2","吴平,李力,长阳众志成投资管理服务部(有限合伙),长阳一致共赢投资管理服务部(有限合伙)","吴平","28.6132"
"920273","2025-12-31","2","吴平,李力,长阳众志成投资管理服务部(有限合伙),长阳一致共赢投资管理服务部(有限合伙)","李力","14.1101"
"920274","2024-12-31","1","安琪酵母股份有限公司","宜昌市国有资产监督管理委员会","38.0700"
"920274","2024-12-31","2","安琪酵母股份有限公司","宜昌市国有资产监督管理委员会","38.0700"
"920274","2025-12-31","1","安琪酵母股份有限公司","宜昌市国有资产监督管理委员会","38.1000"
"920274","2025-12-31","2","安琪酵母股份有限公司","宜昌市国有资产监督管理委员会","38.1000"
"920275","2024-12-31","1","刘金萍,刘平祥","刘平祥,刘金萍夫妇","63.9245"
"920275","2024-12-31","2","刘金萍,刘平祥,丹江口新机汇投资合伙企业(有限合伙),丹江口三人行投资合伙企业(有限合伙),广州红果投资合伙企业(有限合伙)","刘金萍","39.8841"
"920275","2024-12-31","2","刘金萍,刘平祥,丹江口新机汇投资合伙企业(有限合伙),丹江口三人行投资合伙企业(有限合伙),广州红果投资合伙企业(有限合伙)","刘平祥","30.5593"
"920275","2025-12-31","1","刘金萍,刘平祥","刘平祥,刘金萍夫妇","69.2920"
"920275","2025-12-31","2","刘金萍,刘平祥,丹江口新机汇投资合伙企业(有限合伙),丹江口三人行投资合伙企业(有限合伙),广州红果投资合伙企业(有限合伙)","刘金萍","39.3823"
"920275","2025-12-31","2","刘金萍,刘平祥,丹江口新机汇投资合伙企业(有限合伙),丹江口三人行投资合伙企业(有限合伙),广州红果投资合伙企业(有限合伙)","刘平祥","26.7967"
"920278","2024-12-31","1","0","项友亮,项国强,黄捷静一致行动人","55.1800"
"920278","2024-12-31","2","项国强,上海鹿得实业发展有限公司,项友亮,上海鹿晶投资管理中心(有限合伙),祝增凯,黄捷静","项友亮","47.8500"
"920278","2024-12-31","2","项国强,上海鹿得实业发展有限公司,项友亮,上海鹿晶投资管理中心(有限合伙),祝增凯,黄捷静","祝忠林","14.5300"
"920278","2024-12-31","2","项国强,上海鹿得实业发展有限公司,项友亮,上海鹿晶投资管理中心(有限合伙),祝增凯,黄捷静","黄捷静","1.8600"
"920278","2024-12-31","2","项国强,上海鹿得实业发展有限公司,项友亮,上海鹿晶投资管理中心(有限合伙),祝增凯,黄捷静","项国强","20.3500"
"920278","2024-12-31","2","项国强,上海鹿得实业发展有限公司,项友亮,上海鹿晶投资管理中心(有限合伙),祝增凯,黄捷静","祝增凯","5.8200"
"920278","2025-12-31","1","0","项友亮,项国强,黄捷静一致行动人","76.8500"
"920278","2025-12-31","2","项国强,上海鹿得实业发展有限公司,项友亮,上海鹿晶投资管理中心(有限合伙),祝增凯,黄捷静","项友亮","48.5200"
"920278","2025-12-31","2","项国强,上海鹿得实业发展有限公司,项友亮,上海鹿晶投资管理中心(有限合伙),祝增凯,黄捷静","黄捷静","1.8800"
